id;country;description;developed;name;parent;published;start_date
11879;;;;P2 Games;;{9860, 16174};
11880;;;;Kavcom Limited;;{16174};
11881;826;At TickTock Games we design, develop and deliver great game titles working with a range of major clients for release across all major desktop, console and mobile platforms.;{27519};TickTock Games;;;2005-12-31 00:00:00
11882;;;{26662};Anteater Games;10060;{26662};
11883;;;{11602};EQ-Games;;{34597, 26662};
11884;804;In our games, we like to stimulate the emotions of our players: triumph, sorrow, joy, compassion, excitement, surprise, pride, hope… We believe that feeling emotions makes our lives more interesting.;{35091, 26682, 26507};Creoteam;;{35091};2005-12-31 00:00:00
11885;;;{10182};Dirigo Games;;;
11886;;;{5591};nFusion Interactive LLC;;;
11887;840;;;Darkwind Media Ltd.;;{29586};
11888;752;;{18970, 119339};Neat Corporation;;{18970, 119339};
11889;;;{26684};Oops!;;;
11890;;;{26685};Hypno Pig;;{26685};
11891;;;{26665};Waygetter Electronics;;;
11892;;;;Little Flag Software, LLC;;{26665};
11893;;;{30545, 26686, 115879};Eternal Night Studios;;{26686, 115879};
11894;;;{26687};SolarLance;;{26687};
11895;;;{10278};Xtal Sword;;;
11896;;;{26691};GianP;;{26691};
11897;;;;Easy Tiger Media;;{16170};
11898;;;;Free Reign East LLC;;{35770, 26714};
11899;;;;OP Productions LLC;;{35770, 26714, 30157};
11900;;;{41857, 20622, 39312, 39697, 41626, 53790, 39328, 37288, 1065, 5553, 5554, 5555, 5556, 5557, 5558, 20545, 27861, 107221, 73946, 4351};Capcom Co., Ltd.;;{20744, 20622, 39312, 39697, 53790, 39328, 37288, 5553, 5554, 5555, 5556, 5557, 5558, 14406, 9162, 107221, 73946, 71549, 4351};
11901;;;;Capcom Entertainment, Inc.;;{1065, 20747, 7725};
11902;;;;CE Europe Ltd.;;{1065, 20747};
11903;;;{24592};Zandel Media;;{24592, 35668};
11904;;;{26717};Cherry Co. Studios;;{26717};
11905;;;{90681, 26719};MystikArt;;{90681, 26719};
11906;;;{26720};BB Electronics LLC;;;
11907;;;{26721, 105013};Unphysical Machinery;;{105013};
11908;56;;{26722};Rusty Bolt;;{26722};
11909;;;{26723};SinksAdventure;;{26723};
11910;;;{26724};Pixelmate;;;
11911;;;{26727};Eerie Nous;;{26727};
11912;;;{26728};Creative Pudding;;{26728};
11913;;;;dynamo productions;;;
11914;;;{109624, 26739};Bartosz Bojarowski;;{109624, 26739, 34077};
11915;;;{18966};UndeadScout;;;
11916;;;{26746};Bit Town;;;
11917;;;;Code-Monkeys;;{32201, 15518};
11918;;;{120053, 26749};Party for Introverts;;{120053, 26749};
11919;;;{26715};Noclip Team;;;
11920;;;{100777, 26750};VI Games;;{100777, 26750};
11921;;;{26755};Cloud M1;;;
11922;;;{116210, 26756};Tomlab Games;;{116210, 26756};
11923;;;{26732};Machineboy;;{26732};
11924;;;{26757};Benworks Creations;;{26757};
11925;840;Headcannon is a Los Angeles-based software development business founded and run by myself. As a business and a brand, Headcannon is dedicated to working with first- and third-party technologies, as well as other businesses and individuals, to bring high-quality video games and development utilties to all relevant platforms. Headcannon specializes in retro style games, such as 2D classics of the 80s and 90s, and stands ready to face the challenge of creating fresh, solid retro styled or themed games, as well as assisting in the revival of old IP on todays platforms, with high performance, updated content, and gameplay that is true in form to the original    Current first-party technologies include the Headcannon Game Engine, a multiplatform, 2D retro-style engine that will be used to create first-party games, and is available for non-profit use by anyone, as well as being licenseable for other commercial projects.;{21062};Headcannon;;;
11926;158;&quot Founded in September 2015 by six individuals from various backgrounds. At first, the team was united because of one game, Detention, and the goal was to create a game that enable us to illustrate Taiwanese culture and history. As the project progressed, and as more team members started to devote full time to the development, we realized our passion for game making has lead us to the establishment of a game company.&quot;{26776, 104786};Red Candle Games;8623;{26776};2015-09-01 00:00:00
11927;156;&quot Coconut Island is an independent game studio based in Shanghai, China.&#13  &#13  Founded in 2009, we’re committed to creating innovative games of all kinds that we really love to play ourselves. Most of our members have worked for years at famous companies in game industry like Konami and Autodesk. Our games have been won many awards and nominations at IGF China, Unity Awards. More recently, we released Naughty Kitties and One Tap Hero on Xbox One and PS Vita as one of the first Chinese developers making console games.&#13  &#13  We also help to organize China’s biggest indie games community/conference IndieACE with our own experience as earliest Chinese indie.&quot;;Coconut Island Games;8623;{31393, 86430, 32708, 27569, 32434, 97266, 97271, 26776, 28158, 107679};2009-12-31 00:00:00
11928;840;;{26403};Driven Arts;;{26403};
11929;752;;{28216, 26779, 89979};Stroboskop;;{28216, 26779, 89979};
11930;;;;USAYA Co., Ltd.;;{26786};
11931;840;;{28443, 26790};Particle City;;;2015-12-31 00:00:00
11932;;;{9953, 34275, 99012, 24272, 117716};Private Moon Studios;;{117716};
11933;;;{55337, 26796};BT Studios;;{55337, 26796};
11934;;;{26798};Gude Game;;;
11935;;;;Green Street Studios;;;
11936;;;{26803};Nico Uthe;;;
11937;;;{26803};Sara Lisa Vogl;;{26803};
11938;;;{26803};Julian Heinken;;;
11939;;;{26803};VR Nerds;;{26803};
11940;;;{26806};FetchBot;;;
11941;250;Asmodee digital-publishes and distributes the best digital games experience, replicating in the digital world what has made Asmodee’s success. We work tirelessly to insure gamers get the same experience on and off-line.;{27424, 69425, 121750, 26811, 75582, 27423};Asmodee Digital;14534;{105479, 36233, 117644, 22160, 121750, 106907, 86558, 31149, 78126, 69425, 106803, 28724, 26811, 75582, 57407, 109759, 104006, 10952, 9939, 81495, 96482, 81124, 110314, 40557, 35058, 77176};2015-06-01 00:00:00
11942;;;{26813};Gamera Nest;;{26813};
11943;250;;{25599};Game Atelier;;;
11944;;;{26823};Mint Age Studios;;;
11945;;;{26824, 29551};Beldarak Games;;{26824, 29551};
11946;203;MADFINGER Games is a young, exciting studio of international developers with the shared goal of creating console-quality games for mobile devices. Our award-winning titles are universally praised for their outstanding gameplay and next-gen graphics, offering players an exciting and visually stunning experience.;{36747, 36748, 26829, 28821, 115192, 56060};MADFINGER Games;;{36747, 36748, 26829, 28821, 115192, 56060};
11947;;;{26830};NSNC Software Studios Ltd;;;
11948;;;{113154};Feardemic;;{113154, 74907, 11070};
11949;;;{26835};ANIM•ACE;;{26835};
11950;;;{9310};Prominence SC;;;
11951;;;{26839};Chaos Industries;;;
11952;;;{26842};Euler Productions;;{26842};
11953;;;{26843};ButterChain;;;
11954;;;;Wright;;;
11955;;;{9367};Mad Ram Software;;{9367};
11956;;;{26849, 41212};Fake Fairy;;{41212};
11957;;;{26850};Lunchtime Studios;;;
11958;;;{26851};Mini Cleps;;{26851};
11959;840;Raconteur Games is an indie game development studio founded in Louisiana in 2015.&#13  &#13  .Headquartered in Lafayette, the heart of Cajun country, Raconteur was built upon a vision of storytelling. Nicholas Laborde began the company while a business student at the University of Louisiana at Lafayette, building the team, attracting investment, and creating games all while going to college.&#13  &#13  Their first game Close Order, a fast-paced genre mashup where the player can craft a space armada, launched in Early Access in summer 2015, with a full Steam release that followed in January 2016. &#13  &#13  The company is run by its two executives: Nicholas Laborde, the Chief Executive Officer, and Sander Moolin, the Chief Technical Officer with freelance support across the world. &#13;{120896, 26284};Raconteur Games;;{120896, 34917};2015-12-31 00:00:00
11960;250;;{122268, 116141, 26855};Motion Twin;;{116141, 26855};
11961;;;{18451};Midnight Mood Studio;;;
11962;;;{21496, 26857, 20894, 107599};Vertex Pop;;{107104, 26857, 20894, 107599};
11963;;;;kp;;;
11964;;;{26872};SiMPLiSTiC;;{26872};
11965;;;{76294, 117833, 112842, 109805, 99160, 117627, 26877};Renegade Sector Games;;{33254, 76294, 117833, 112842, 109805, 99160, 35704, 117627, 26877};
11966;826;;{26883};Noonan.Design;;;2016-01-01 00:00:00
11967;;;;Project Three Interactive;;{9675, 50212};
11968;;;;Quantum Toast;;{2417};
11969;;;{26885};Black Torch Games;;;
11970;36;;{26870};Route 59;;{26870};2016-12-31 00:00:00
11971;;;{26887};Worthing & Moncrieff;;;
11972;826;;{26890};Gory Detail;;{26890};
11973;276;;{69076};Phenomedia Publishing;;{2356};
11974;;;{120504, 26908};Nordeus;;{120504};
11975;;;;WhisperGames;;{32991, 26467, 36127, 28006, 29511, 20395, 35282, 55580, 26808, 47995, 24444, 28319};
11976;;;{20342};Lukas Navratil;;{20342};
11977;;;{115905, 119532, 90135, 26909, 38782};Dead Drop Studios LLC;;{115905, 119532, 90135, 26909, 38782};
11978;;;{23773};Trauma Studios;;;
11979;;;{26921};otingor;;{26921};
11980;;;;Ubisoft China;;{121234, 26917};
11981;;;{26917};VGame Studios;;;
11982;196;;{26923};Ascanio Entertainment;;{26923};
11983;;;{26932};Arvydas Žemaitis;;;
11984;;;;Experimental Gameplay Group;;{14545};
11986;;;;70;;;
11987;578;;;Agens;;;
11988;;;{26864};StarBlade;;{26864};
11989;;;{26945};HakJak Productions;;;
11990;;;{14206};Mastfire Studios;;{14206};
11991;;;{26946};Plasma Beam Games;;;
11992;;;{26947};Hucast Games;;;
11993;;;;2Dream;;{26947};
11994;;;{103381, 26431};Darkflow Software;;;
11995;;;{26949};Riccardo Deias;;{26949};
11996;;;;Youda Games;;{9838};
11997;;;{26952};The Dragonloft;;{26952};
11998;;;{26953};Outlaws Studio;;;
11999;;;{26955};Crimson Duck Studios;10060;{30403, 26955, 30412, 31086, 32060};
12000;;;{26956};tkRantala Games;;;
12001;;;{76035, 26957};Plectrum Software;;{76035, 26957};
12002;;;{26959};Frater Studio;;{26959};
12003;;;{26961};TERMINAL Studio;;{26961};
12004;;;;11986;;;
12005;;;;Aliguer Interactive LLC;;;
12006;;;{26967};LX Games;;{26967};
12007;710;;{26968};THE BROTHERHOOD;;{26968};
12008;;;;Epic Quest Games;;{34593, 35713, 26979, 34725, 34235};
12009;;;{13374};imminentuprising;;;
12010;;;{27003};Winding Way Games;;{27003};
12011;643;;{27005};Evil Corporation Games;;{27005};
12012;752;;{27016, 112852};Hatrabbit Entertainment;;{112852};
12013;;;{27020};71Games;;;
12014;;;{99243, 27021};BlackCube;;{99243};
12015;;;{27023};Petiscaria Digital;;{27023};
12016;250;Accidental Queens is a French video game development studio founded by three women from the games industry. They seek to create games that feature new mechanics, exploring topics from everyday life and social questions, through innovative narrative tools. They believe digital games can be entertaining while conveying social values and meaningful messages to a broad and diverse audience.;{27024, 55048, 115650};Accidental Queens;8623;;2017-04-14 00:00:00
12017;158;Rayark is a team of passionate game developers who are dedicated to creating  high-quality gaming experiences and digital contents on various platforms.;{80227, 27397, 89095, 74540, 27026, 106290, 27028, 26996, 26907, 96095};Rayark Inc.;8623;{113376, 80227, 27397, 27026, 26996, 26907, 96095};2011-09-01 00:00:00
12018;;;{93792, 36466, 27027, 111694};Blue Tea Games;;;
12019;;;{87975, 27031};Dragon Slumber;;{27031};
12020;40;;{122125, 27037};Bplus Games;8623;{122125};
12021;124;;{27038};Conatus Creative;;{27038};
12022;;;{27034};My Dog Zorro;;{27034};
12023;;;{27042};Rightstick Studios;;;
12024;;;;ANIM.ACE;;{27042};
12025;;;;Fedeen;;{27046};
12026;;;{27047};Aesth;;;
12027;156;Spotlightor is an indie game studio based in Beijing, dedicated to creating innovative games, which provide unique experiences and meaningful insights.      Spotlightor was founded in 2009 by Gao Ming and Ma Xiaoyu. They began the cooperation in university and made several interactive installations and indie games together. After they graduated from university, there were very few interactive design agencies in China – they considered it as a good chance and founded Spotlightor Interactive. After 4 years hard working in the interactive design area, Spotlightor grew up into a small and professional interactive design studio.    After that - Indie games  Gao Ming decided to devote himself to game design career before he entered university. In the first 4 years of Spotlightor, he kept making game prototypes during free time, participating in Ludum Dare game jams, and embedding game elements in commercial interactive design projects. After 4 years, Spotlightor had gained enough experience through commercial projects and some money to start indie projects – it was time to chase another dream, a dream of indie games. In 2013, Spotlightor started a plan called “Crazy Friday” – each Friday, we stopped all commercial projects and made indie games instead. Since then, Spotlightor started its journey of indie games. After 1 year, Chrono Express was born and released on Apple App Store.;{27035, 106278, 81247};Spotlightor Interactive;;{81247};2009-12-31 00:00:00
12028;;;;E-Home Entertainment;;{34667, 27035, 105269};
12029;;;{105296, 27050, 89972, 114924};Phoesion;;{105296, 89972, 114924};
12030;;;;aeiowu;;{27051};
12031;840;;{27051};Team TumbleSeed;;;
12032;;;{27052};HEROZ;;;
12033;392;;{27055, 113634, 47158, 26383};Wright Flyer Studios;8623;{113634, 47158, 27055};2014-02-21 00:00:00
12034;;;{27056};CRIXA LABS;;;
12035;;;{27059};Jammed Up Studios;;;
12036;250;Atari SA is a French corporate and brand name owned by several entities since its inception in 1972, currently by Atari Interactive, a subsidiary of the French publisher Atari, SA.    Originally called Infogrames Entertainment, SA (IESA), the company renamed to Atari, SA (ASA) in 2009. Its subsidiaries include Atari London Studio, Atari Interactive and Atari, Inc..;;Atari SA;;{47570, 27483, 27605, 2558};1983-12-31 00:00:00
12037;;;{27065};Skylight Studios;;;
12038;;;{27068};Radical Phi;;{27068};
12039;;;{27069};Vreski Games;;{27069};
12040;;;{4537};Scangames Norway;;;
12041;152;;{27070};AOne Games;;;
12042;;;{27072, 115207};Loju;;{27072, 115207};
12043;;;{26540};TinyMob Games;;{26540};
12044;724;TEAM  Hi there! Kaia Studios here, an indie game studio based in Bilbao, Spain. Founded in 2015 by four former DigiPen Institute of Technology students and a Fine Arts student from University of the Basque Country (UPV-EHU). We were born to create exciting video game experiences, focused on pure entertainment for people willing to have fun.;{27080};Kaia Studios;;{27080};2015-12-31 00:00:00
12045;;;;Raft Developer;;;
12046;372;Romero Games is home to a group of dedicated, fun and experienced game developers based in Galway, Ireland. We are building a vibrant, fun company culture that enhances the lives of those with whom we work. Everyone here is passionate about their craft. We create and develop the type of games that we love to play.;{113346, 27084, 119386};Romero Games Ltd.;;{113346, 27084};
12047;;;{27085};Deli Interactive LLC;;{27085};
12048;;;{96869, 27087};Dark Room Games;;{96869};
12049;804;;{27088, 23180, 12070};Pinokl Games;;;
12050;;;{27089};Ashdar Games;;;
12051;752;The makers of the Dark Nebula series for iPhone and iPod Touch. The founder is Anders Hejdenberg, the game designer behind Battlefield 2: Modern Combat and Battlefield 2142.;{27090};1337 Game Design;;;
12052;826;Based out of Glasgow, Scotland, No Code are an independent games development studio. Already BAFTA winning, and pulling experience from working on games such as Alien: Isolation, No Code are mixing AAA quality with independent originality.    Our first mobile game Super Arc Light was a massive hit on iOS and Android, earning the coveted Editors Choice from Apple on its release. Our second full release, Stories Untold was a critical success, released on PC in February 2017 with the mighty Devolver Digital, and already considered by many publications to be among the best games released this year.    Were a small team, but were getting (much) bigger - our next project has us scaling up considerably to produce the next big thing in interactive narrative adventures...;{57860, 27094, 110807};No Code;;{57860};2015-12-31 00:00:00
12053;;;{27095};Imagility;;{27095};
12054;;;{27102};Paleontology;;{27102};
12055;;We are Onion Games!  We love Videogame!    Onion Games is the company of indie game.  Let’s create and play the video game!!  Even though onions are very tiny Team,  We are working on new video games happily.    Please looking forward to seeing our works in the future.;{27104, 62068, 100439};Onion Games;;{73672, 62068, 100439};
12056;;;;Whippering;;{27105};
12057;;;{27105};Midipixel;;{27105};
12058;;;{27106};Gaming Chef LTD;;;
12059;804;Indie Studio;{27107};Farom Studio;;;
12060;;;;Agatsuma Entertainment;;{27108, 27109, 122503};
12061;392;The Japanese branch of US publisher Natsume Inc.;;Natsume inc. Japan;716;{60650, 27108};2013-06-04 00:00:00
12062;;;{27108, 27109, 37032, 112589, 121039, 90547, 108155};Studio Saizensen;;{23185};
12064;;;{27111};MegaBro Games;;;
12065;840;Culture Shock Games tells true stories through video games to help inform our discourse about social problems and to provide a voice to under-represented people.;{26868};Culture Shock Games LLC;;{26868};
12066;;;{27118};Higgler;;;
12067;246;Strategy, Real Time Strategy, Simulation, RPG. Our mission is to give deeper game play experience for serious gamers.;{27120};Araknumia Software;;;
12068;;;{27124};E3 Staff;;{27124};
12069;;;{27126};Gold Plate Games;;{27126};
12070;;;{27128, 29353, 51499};IriySoft;;{27128, 29353};
12071;;;;SMARTPHONE LABS LLC;;{27128};
12072;826;;{20876};Broken Fence Games;;;
12073;826;;{27130};Popup Asylum;;;
12074;208;Ghost Ship Games is a Danish game development studio, founded in the spring of 2016 by a group of veteran game developers after years of working together. Our common portfolio counts titles such as Prince of Persia, Far Cry, Kane & Lynch, Total Overdose, Game Globe, Max: The Curse of Brotherhood, Freedom Fighters and The Division.    Our motto is simple: Co-op First. The goal is to take co-operative gameplay to the next level and to make great games, focused on the core gamer.     We want to turn Ghost Ship Games into a solid game studio, able to compete with other mid-size game studios on Steam, PlayStation 4 and Xbox One. As a small, new developer we will have to pick our projects with care, but together we have the skill, the experience, and the passion to create something truly fantastic.;{27134};Ghost Ship Games;;;2016-04-01 00:00:00
12075;;;{27137, 27138, 27143, 27135};Viridea Productions;;{27138, 27143, 27135};
12076;;;{27136};CookieByte;;;
12077;276;;{27116, 111837};ION LANDS;;{27116, 111837};
12078;;;{26363};Splashteam;;;
12079;840;;{122724, 27140};Sombr Studio LLC;;{122724, 27140};
12080;;;{109203, 27141, 121407};Incandescent Games;;{109203, 27141, 121407};
12081;;;{40994, 27142};Corn Entertainment;;;
12082;826;Destroy All Pixels was started in mid-2016 as a solo indie games studio by Richard Patching. With a degree in games development, Richard has been a professional developer for 10 years, mostly writing large scale web apps. In 2012, Richard was involved as assistant producer to Chris Parsons on a space simulation rpg game Sol Trader which was released on Steam in 2016.    Richard decided to start working on a debut solo project soon after and made the first code commits for what would become Call the Blacksmith in August, 2016.;{27144};Destroy All Pixels;;;2016-12-31 00:00:00
